SALARY,TITLE,DEPARTMENT
"$45,760.00 ",PT TECH W/BENEFITS,WATER MANAGEMENT
"$61,671.00 ",TRADES SUPERVISOR,WATER MANAGEMENT
"$32,352.60 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$35,863.95 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$32,780.97 ",EQUIPMENT OP III,WATER MANAGEMENT
"$43,383.34 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$45,774.68 ",ELECRONICS TECHNICIAN,WATER MANAGEMENT
"$40,141.59 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$51,045.00 ",MAINTENANCE MECHANIC SUPERVISO,WATER MANAGEMENT
"$27,059.28 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$78,127.32 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
"$42,573.18 ",ELECRICIAN,WATER MANAGEMENT
"$50,783.67 ",ENGINE/GENERATOR TECHNICIAN,WATER MANAGEMENT
"$34,989.34 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$47,384.99 ",ELECRONICS TECHNICIAN,WATER MANAGEMENT
"$37,254.78 ",EQUIPMENT OP III,WATER MANAGEMENT
"$38,682.90 ",ELECRICIAN,WATER MANAGEMENT
"$33,969.75 ",EQUIPMENT COORDINATOR,WATER MANAGEMENT
"$52,883.13 ",INSTRUMENTATION SUPERVISOR,WATER MANAGEMENT
"$27,841.80 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$58,914.45 ",ELECRICIAN SUPERVISOR,WATER MANAGEMENT
"$35,863.95 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$46,443.00 ",ELECRICIAN,WATER MANAGEMENT
"$31,428.32 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$38,082.89 ",ELECRONICS TECHNICIAN,WATER MANAGEMENT
"$55,029.06 ",PLANT MAINTENANCE MECHANIC SUP,WATER MANAGEMENT
"$29,582.28 ",SENIOR STOREKEEPER,WATER MANAGEMENT
"$46,443.00 ",ELECRICIAN,WATER MANAGEMENT
"$46,004.85 ",ENGINE/GENERATOR TECHNICIAN,WATER MANAGEMENT
"$30,922.05 ",PLANT MAINTENANCE PAINTER,WATER MANAGEMENT
"$38,101.22 ",EQUIPMENT OPERATOR IV,WATER MANAGEMENT
"$46,442.99 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$26,218.37 ",PLANT MAINTENANCE PAINTER,WATER MANAGEMENT
"$37,991.73 ",MAINTENANCE MECHANIC,WATER MANAGEMENT
"$47,384.99 ",ELECRONICS TECHNICIAN,WATER MANAGEMENT
"$29,434.65 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$26,165.49 ",FIELD SERVICE REPRESENTATIVE,WATER MANAGEMENT
"$28,033.00 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$18,179.20 ",SERVICE MAINTENANCE,WATER MANAGEMENT
"$30,839.81 ",FIELD SERVICE REPRESENTATIVE,WATER MANAGEMENT
"$40,378.95 ",CUSTOMER SERVICE SUPERVISOR,WATER MANAGEMENT
"$31,087.06 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$31,448.37 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$33,413.84 ",FIELD SERVICE REPRESENTATIVE,WATER MANAGEMENT
"$29,434.65 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$27,256.97 ",FIELD SERVICE REPRESENTATIVE,WATER MANAGEMENT
"$28,033.00 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$17,004.00 ",SERVICE MAINTENANCE,WATER MANAGEMENT
"$36,301.91 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$36,227.40 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$29,434.65 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$32,468.16 ",FIELD SERVICE REPRESENTATIVE,WATER MANAGEMENT
"$38,425.18 ",UTILITY ACCOUNT REPRESENTATIVE,WATER MANAGEMENT
"$74,504.00 ",BILLING MANAGER,WATER MANAGEMENT
"$44,324.97 ",PLANT OPERATOR II,WATER MANAGEMENT
"$39,224.32 ",PLANT OPERATOR II,WATER MANAGEMENT
"$46,443.00 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$32,352.06 ",PLANT OPERATOR II,WATER MANAGEMENT
"$28,033.00 ",PLANT OPERATOR I,WATER MANAGEMENT
"$37,858.29 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$66,901.82 ",PLANT SUPERVISOR,WATER MANAGEMENT
"$45,698.72 ",PLANT OPERATOR II,WATER MANAGEMENT
"$62,747.96 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
"$45,073.07 ",PLANT OPERATOR II,WATER MANAGEMENT
"$39,985.95 ",PLANT OPERATOR II,WATER MANAGEMENT
"$32,352.60 ",PLANT OPERATOR II,WATER MANAGEMENT
"$35,212.00 ",LAB SAMPLING TECHNICIAN,WATER MANAGEMENT
"$25,220.46 ",SENIOR LABORER,WATER MANAGEMENT
"$30,336.29 ",SECRETARY,WATER MANAGEMENT
"$39,224.32 ",PLANT OPERATOR II,WATER MANAGEMENT
"$50,237.68 ",PLANT OPERATOR III,WATER MANAGEMENT
"$45,882.63 ",PLANT OPERATOR II,WATER MANAGEMENT
"$78,229.32 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
"$34,760.74 ",EQUIPMENT OP III,WATER MANAGEMENT
"$50,228.13 ",PLANT OPERATOR III,WATER MANAGEMENT
"$49,339.29 ",PLANT OPERATOR III,WATER MANAGEMENT
"$40,001.24 ",PLANT OPERATOR II,WATER MANAGEMENT
"$65,627.50 ",PLANT SUPERVISOR,WATER MANAGEMENT
"$81,225.79 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
"$45,698.72 ",PLANT OPERATOR II,WATER MANAGEMENT
"$45,073.07 ",PLANT OPERATOR II,WATER MANAGEMENT
"$35,715.45 ",PLANT OPERATOR II,WATER MANAGEMENT
"$41,157.21 ",PLANT OPERATOR II,WATER MANAGEMENT
"$46,443.00 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$32,773.14 ",EQUIPMENT OP III,WATER MANAGEMENT
"$44,983.65 ",PLANT OPERATOR II,WATER MANAGEMENT
"$51,868.42 ",UTILITY SYSTEM SUPERVISOR,WATER MANAGEMENT
"$23,152.50 ",LABORER,WATER MANAGEMENT
"$23,810.47 ",LABORER,WATER MANAGEMENT
"$24,309.60 ",UTILITY WORKER,WATER MANAGEMENT
"$23,152.50 ",SENIOR LABORER,WATER MANAGEMENT
"$34,293.84 ",CREW CHIEF II,WATER MANAGEMENT
"$24,837.83 ",SENIOR LABORER,WATER MANAGEMENT
"$28,821.00 ",SENIOR LABORER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$40,637.10 ",CREW CHIEF II,WATER MANAGEMENT
"$36,287.98 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$27,989.36 ",LABORER,WATER MANAGEMENT
"$24,405.76 ",LABORER,WATER MANAGEMENT
"$38,444.00 ",ACCOUNTING TECHNICIAN,WATER MANAGEMENT
"$22,049.94 ",LABORER,WATER MANAGEMENT
"$28,821.00 ",SENIOR LABORER,WATER MANAGEMENT
"$25,763.23 ",LABORER,WATER MANAGEMENT
"$42,192.01 ",ENGINEERING TECHNICIAN,WATER MANAGEMENT
"$51,247.17 ",EQUIPMENT MAINTENANCE SUPERVIS,WATER MANAGEMENT
"$31,820.00 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$32,468.16 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$27,656.82 ",SENIOR LABORER,WATER MANAGEMENT
"$38,424.70 ",CREW CHIEF II,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$34,652.80 ",SERVICE MAINTENANCE,WATER MANAGEMENT
"$55,602.32 ",UTILITY SYSTEM SUPERVISOR,WATER MANAGEMENT
"$28,821.00 ",SENIOR LABORER,WATER MANAGEMENT
"$23,604.00 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$54,116.37 ",UTILITY SYSTEM SUPERVISOR,WATER MANAGEMENT
"$30,808.00 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$35,668.72 ",CREW CHIEF II,WATER MANAGEMENT
"$23,152.58 ",SENIOR LABORER,WATER MANAGEMENT
"$23,810.51 ",LABORER,WATER MANAGEMENT
"$46,443.00 ",MANAGEMENT ASSISTANT,WATER MANAGEMENT
"$25,001.07 ",SENIOR LABORER,WATER MANAGEMENT
"$23,152.50 ",LABORER,WATER MANAGEMENT
"$23,152.50 ",LABORER,WATER MANAGEMENT
"$26,509.88 ",SENIOR LABORER,WATER MANAGEMENT
"$23,152.50 ",LABORER,WATER MANAGEMENT
"$51,045.00 ",ENGINEERING TECHNICIAN,WATER MANAGEMENT
"$43,371.07 ",CREW CHIEF II,WATER MANAGEMENT
"$74,570.92 ",WATER DIST & COLLECTION SUPT,WATER MANAGEMENT
"$35,435.70 ",EQUIPMENT OP III,WATER MANAGEMENT
"$40,637.10 ",CREW CHIEF II,WATER MANAGEMENT
"$29,925.32 ",SERVICE DISPATCHER,WATER MANAGEMENT
"$71,868.23 ",AST WATER DIST & COLLECTION SU,WATER MANAGEMENT
"$36,195.98 ",CREW CHIEF I,WATER MANAGEMENT
"$25,504.00 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$34,553.32 ",EQUIPMENT OP III,WATER MANAGEMENT
"$30,332.53 ",UTILITY WORKER,WATER MANAGEMENT
"$26,271.69 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$41,168.26 ",CREW CHIEF II,WATER MANAGEMENT
"$48,089.75 ",INVENTORY CONTROL SUPERVISOR,WATER MANAGEMENT
"$26,250.00 ",EQUIPMENT OPERATOR I,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$31,930.23 ",EQUIPMENT TECHNICIAN,WATER MANAGEMENT
"$32,746.74 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$30,270.82 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$29,186.87 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$27,118.09 ",UTILITY WORKER,WATER MANAGEMENT
"$51,789.57 ",UTILITY SYSTEM SUPERVISOR,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$29,993.25 ",EQUIPMENT OP III,WATER MANAGEMENT
"$37,186.56 ",CREW CHIEF II,WATER MANAGEMENT
"$38,292.57 ",CREW CHIEF II,WATER MANAGEMENT
"$28,692.00 ",LABORER,WATER MANAGEMENT
"$62,174.42 ",COMPUTER SYSTEMS COORDINATOR,WATER MANAGEMENT
"$37,673.11 ",SECRETARY,WATER MANAGEMENT
"$22,049.94 ",LABORER,WATER MANAGEMENT
"$58,344.00 ",TEMPORARY PROFESSIONALS,WATER MANAGEMENT
"$28,821.00 ",SENIOR LABORER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$35,212.00 ",EQUIPMENT TECHNICIAN,WATER MANAGEMENT
"$23,152.50 ",SENIOR LABORER,WATER MANAGEMENT
"$51,045.00 ",MAINTENANCE MECHANIC SUPERVISO,WATER MANAGEMENT
"$33,544.84 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$37,639.53 ",EQUIPMENT OPERATOR IV,WATER MANAGEMENT
"$78,949.44 ",CIVIL ENGINEER IV,WATER MANAGEMENT
"$30,478.48 ",ENGINEERING TECHNICIAN,WATER MANAGEMENT
"$47,510.96 ",SENIOR ENGINEERING TECHNICIAN,WATER MANAGEMENT
"$49,011.42 ",SENIOR ENGINEERING TECHNICIAN,WATER MANAGEMENT
"$30,184.94 ",METER READER,WATER MANAGEMENT
"$27,405.97 ",METER READER,WATER MANAGEMENT
"$24,638.19 ",LABORER,WATER MANAGEMENT
"$33,655.16 ",CREW CHIEF I,WATER MANAGEMENT
"$23,604.13 ",SENIOR LABORER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$25,866.24 ",LABORER,WATER MANAGEMENT
"$27,941.50 ",METER READER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$37,827.65 ",WATER METER SPECIALIST,WATER MANAGEMENT
"$40,112.10 ",CREW CHIEF I,WATER MANAGEMENT
"$30,947.31 ",WATER METER SPECIALIST,WATER MANAGEMENT
"$24,784.34 ",METER READER,WATER MANAGEMENT
"$21,000.00 ",LABORER,WATER MANAGEMENT
"$22,186.63 ",LABORER,WATER MANAGEMENT
"$23,604.13 ",METER READER,WATER MANAGEMENT
"$27,224.82 ",SENIOR LABORER,WATER MANAGEMENT
"$28,906.06 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$30,611.27 ",STAFF ASSISTANT,WATER MANAGEMENT
"$31,226.51 ",UTILITY MAINTENANCE SPECIALIST,WATER MANAGEMENT
"$29,744.81 ",WATER METER SPECIALIST,WATER MANAGEMENT
"$26,521.60 ",METER READER,WATER MANAGEMENT
"$22,050.00 ",LABORER,WATER MANAGEMENT
"$31,719.71 ",WATER METER SPECIALIST,WATER MANAGEMENT
"$28,032.73 ",SENIOR WATER METER SPECIALIST,WATER MANAGEMENT
"$44,790.30 ",BULK WATER TECHNICIAN,WATER MANAGEMENT
"$46,757.00 ",TRANSPORTATION PLANNER I,PUBLIC WORKS
"$38,948.64 ",PROGRAM ASSISTANT,PUBLIC WORKS
"$54,301.50 ",FISCAL PROGRAM ACCOUNTANT,PUBLIC WORKS
"$87,350.12 ",TRANSIT ADMINISTRATOR,PUBLIC WORKS
"$39,293.95 ",PUBLIC AFFAIRS  SPECIALIST,PUBLIC WORKS
"$42,388.66 ",CREW CHIEF I,SOLID WASTE
"$23,356.20 ",CITY ATTENDANT,SOLID WASTE
"$26,175.39 ",CITY ATTENDANT,SOLID WASTE
"$25,685.68 ",CITY ATTENDANT,SOLID WASTE
"$28,446.05 ",SCALE OPERATOR,SOLID WASTE
"$19,988.80 ",SERVICE MAINTENANCE,SOLID WASTE
"$23,275.20 ",PARTTIME OFFICE/CLERICAL,SOLID WASTE
"$22,954.10 ",EQUIPMENT OP III,SOLID WASTE
"$23,910.00 ",LABORER,SOLID WASTE
"$27,743.62 ",EQUIPMENT OP III,SOLID WASTE
"$57,389.62 ",CIVIL ENGINEER II,PUBLIC WORKS
"$41,973.41 ",SR WATER QUALITY TECHNICIAN,PUBLIC WORKS
"$75,007.00 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$71,233.67 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$52,296.20 ",GEOGRAPHIC INFORMATION SYS COO,PUBLIC WORKS
"$75,412.43 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$49,612.52 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$46,266.30 ",SR WATER QUALITY TECHNICIAN,PUBLIC WORKS
"$65,100.00 ",CIVIL ENGINEER II,PUBLIC WORKS
"$37,224.00 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$26,014.04 ",CUSTOMER SERVICE REPRESENTATIV,PUBLIC WORKS
"$50,050.50 ",CIVIL ENGINEER I,PUBLIC WORKS
"$53,576.48 ",WATER QUALITY SPECIALIST,PUBLIC WORKS
"$48,616.13 ",GEOGRAPHIC INFORMATION SYS COO,PUBLIC WORKS
"$44,574.65 ",EXECUTIVE SECRETARY,PUBLIC WORKS
"$56,429.10 ",WATER QUALITY SPECIALIST,PUBLIC WORKS
"$48,187.30 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$51,685.47 ",ADMINISTRATIVE ASSISTANT,PUBLIC WORKS
"$76,607.57 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$45,000.00 ",ADMINISTRATIVE ASSISTANT,PUBLIC WORKS
"$43,936.85 ",ENGINEERING TECHNICIAN,PUBLIC WORKS
"$33,500.00 ",UTILITY ACCOUNT REPRESENTATIVE,PUBLIC WORKS
"$85,450.83 ",CIVIL ENGINEER V,PUBLIC WORKS
"$64,049.90 ",CIVIL ENGINEER II,PUBLIC WORKS
"$39,105.37 ",ENGINEERING TECHNICIAN,PUBLIC WORKS
"$56,496.52 ",SENIOR ENGINEERING DESIGNER,PUBLIC WORKS
"$44,508.01 ",PUBLIC WORKS SUPERVISOR,PUBLIC WORKS
"$30,796.04 ",EQUIPMENT OP III,PUBLIC WORKS
"$40,136.79 ",CREW CHIEF II,PUBLIC WORKS
"$32,036.00 ",EQUIPMENT OP III,PUBLIC WORKS
"$26,806.42 ",EQUIPMENT OP III,PUBLIC WORKS
"$26,250.04 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$25,567.96 ",ROAD WORKER,PUBLIC WORKS
"$23,268.00 ",ROAD WORKER,PUBLIC WORKS
"$20,999.94 ",LABORER,PUBLIC WORKS
"$23,828.93 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$24,728.33 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$32,352.68 ",CREW CHIEF II,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$32,628.96 ",CREW CHIEF II,PUBLIC WORKS
"$26,422.03 ",ROAD WORKER,PUBLIC WORKS
"$28,280.34 ",EQUIPMENT OP III,PUBLIC WORKS
"$25,357.60 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$27,582.83 ",EQUIPMENT OP III,SOLID WASTE
"$52,980.75 ",PUBLIC WORKS SUPERVISOR,SOLID WASTE
"$25,098.19 ",SENIOR LABORER,SOLID WASTE
"$31,448.72 ",CREW CHIEF I,SOLID WASTE
"$32,856.64 ",EQUIPMENT OP III,SOLID WASTE
"$24,405.73 ",SENIOR LABORER,SOLID WASTE
"$23,356.44 ",LABORER,SOLID WASTE
"$34,447.60 ",EQUIPMENT OP III,SOLID WASTE
"$32,907.80 ",EQUIPMENT OP III,SOLID WASTE
"$26,779.39 ",EQUIPMENT OP III,SOLID WASTE
"$25,539.32 ",SENIOR LABORER,SOLID WASTE
"$32,282.75 ",EQUIPMENT OP III,SOLID WASTE
"$23,695.59 ",SENIOR LABORER,SOLID WASTE
"$23,578.96 ",SENIOR LABORER,SOLID WASTE
"$27,582.56 ",EQUIPMENT OP III,SOLID WASTE
"$23,579.84 ",SENIOR LABORER,SOLID WASTE
"$33,393.07 ",EQUIPMENT OP III,SOLID WASTE
"$28,853.37 ",EQUIPMENT OPERATOR II,SOLID WASTE
"$22,050.00 ",LABORER,SOLID WASTE
"$38,969.99 ",CREW CHIEF I,SOLID WASTE
"$30,317.74 ",EQUIPMENT OP III,SOLID WASTE
"$20,999.94 ",LABORER,SOLID WASTE
"$28,692.04 ",LABORER,SOLID WASTE
"$36,944.03 ",MAINTENANCE MECHANIC,GENERAL SERVICES
"$31,499.83 ",MAINTENANCE MECHANIC,GENERAL SERVICES
"$37,302.63 ",MAINTENANCE MECHANIC,GENERAL SERVICES
"$46,629.76 ",CONTRACT ADMINISTRATOR,GENERAL SERVICES
